id,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
1,1.3702700782622284,0.09375717890418754,-2.7254470805622133,0.16348736540994346,0.6651392377592481,0.9115232779054918,0.36608030762950383,-0.7739224908385773,-0.367340547736288,0.7868248143911597,0.16348736540994346,0.9219515572549758,-1.2718383171765595,-2.033493536878802,-1.1645915474953963,-0.527435514528596,-1.3559046604238483,2.2609426202111016,-1.2718383171765595,-0.6419987852312966,1
2,0.5792575207048882,1.7904635141071898,-2.476367208554196,-0.42261854027168466,2.3084041835076485,0.8872734063974586,-1.4653012558883312,0.6180855832399286,0.4473435647623685,-0.7276538237830009,-0.42261854027168466,1.7310403814784736,-1.8288334219002007,0.43936990958108146,-0.32356455194609635,-0.29980276695981856,-2.845185899914714,1.37306179553754,-1.8288334219002007,1.0836123303033254,1
3,2.5079915001652644,0.8651158170878398,-0.41694511611491947,0.46508420224615044,-0.7515129232663039,0.06118776478988898,-2.376069584831832,0.0607499791594075,0.2772134299819544,0.4529952770907027,0.46508420224615044,0.6689935211041382,-1.42605222285733,0.286035667371861,0.4822665515572191,0.49420293792998066,-1.2911900659589348,0.40412678572949806,-1.42605222285733,-0.07638101867283556,1
4,1.4527345117215944,0.8665715237825008,-1.024593305448191,0.6933919622617998,1.4331712474690506,0.4553097520485166,1.2082874847285539,1.8692293251544752,1.1138111869721572,1.2674089501776882,0.6933919622617998,-0.2362586366250135,-0.9121851354521303,1.6165708966920445,-1.52640988658353,-1.3308070078451297,-2.489900198396599,5.942012603557945,-0.9121851354521303,-0.018818051892174042,0
5,3.0312296027345846,0.5544728438546679,-2.91446161204328,0.8161237887053361,-1.1897250773313541,-0.6950007358270536,-4.188149841191521,-2.195967379474359,0.5478412352870083,2.365646694778936,0.8161237887053361,0.6777010940660436,-1.8599210654412048,-0.5124841498915716,2.203317760111161,0.24314977161361484,-3.2168227933789764,-1.1082553756605222,-1.8599210654412048,0.9947918526992257,0
6,1.3736427839682963,0.24822993507743465,-0.36030916353134,1.0124850163819357,0.4605430051564431,1.9029089661989635,0.6513251776321787,1.5082569138469557,0.9426284152071505,1.7223631860518263,1.0124850163819357,-0.09416259360018435,-0.5838609796941061,0.664881508651955,-0.11450479695776705,0.716051135263064,0.5212283115406144,3.1447089016411187,-0.5838609796941061,-0.2883168697401522,0
7,-0.5350137402625994,-0.951708238164947,3.5752881976290847,-3.230895294658893,-0.335196710107283,2.531247233263117,-1.1818728061274806,0.2244242904117817,-0.6287128358350111,0.1782435176836276,-3.230895294658893,-1.5994225691295507,1.0808305925139134,1.8466362665129874,0.8404524382019584,-1.1231623263411525,-1.0658713984522874,-2.7352798138362733,1.0808305925139134,-1.2537135875801377,0
8,2.0436143763959245,-0.6240443768695098,-4.099882906550816,4.163273215553065,-2.447588817201516,1.4001357111325068,0.578321599375768,-1.0652366856659896,-2.0312520871347717,-0.041715746783079155,4.163273215553065,0.17049865476728931,-2.1412598969385788,-2.6265248321369055,0.53715116218453,-1.6820132317703291,-2.2261742575844625,1.681729652637851,-2.1412598969385788,-0.20734899343834598,1
9,0.26633434014446744,-0.20441998158067412,0.43306354707873773,-0.7763411377140794,-2.4908627858548,0.15867790637445828,0.642918280202017,-2.483822442622585,-0.8919108365917625,0.3738753902434395,-0.7763411377140794,-0.957168769241226,1.6177169045837914,-0.7983172238503906,2.6770858976028715,1.4119024337098602,-0.7735976062365634,-1.8627631699068972,1.6177169045837914,-0.030194307942056735,0
10,0.3755515678287503,-2.1203387412307233,4.976376914662765,-2.9662828802704904,-0.635323272874953,0.47340803004578785,-3.900860598342273,0.6129332861962762,-0.43302995918846454,-0.12351627109154253,-2.9662828802704904,1.2483763641981849,-0.031830750821281076,0.3675818689229385,-0.8786205809818513,-0.8058102916852656,3.2349056189341034,-5.6411031017145845,-0.031830750821281076,-0.09724244006400126,0
11,1.4665471451748577,-0.7401542230035516,-1.9592086040458025,-2.7584531590266055,1.6891017430638462,-0.8665470856410711,0.1351566710115617,-0.13626527814090972,-2.1653897571818037,-0.026137869277960163,-2.7584531590266055,0.1745005692104103,-1.9536710255698921,-2.6583779817565882,-1.2689612906492305,-0.5732088380786067,-2.4783613524215924,0.9815769822638925,-1.9536710255698921,-0.17258226752844438,1
12,1.7541121252478085,-0.8914973594483013,-1.473146999484763,-0.027838769169479027,2.080830967073339,-0.067049192834398,-2.032812583109521,1.9026816199590062,1.6187202977605022,-1.217894276616262,-0.027838769169479027,-0.0065256224208379565,-1.764416252073103,1.2893461770511074,1.7747591795358297,0.14141974857169357,-0.03619856400541288,1.1904242057196632,-1.764416252073103,0.10776017411265185,1
13,0.5435824515495077,0.1537164687111521,-3.303428074828611,-0.3649156603810866,4.487188103672189,-0.12444697960201606,2.270238224374462,1.614407147323126,1.9387443787248482,0.4845294828983023,-0.3649156603810866,0.08311097156466393,-1.2917638036452495,0.5368107412725207,-4.219088108328114,1.0051747043683235,-3.159653443133809,8.468718920165315,-1.2917638036452495,0.6137032473720535,0
14,-0.25712915354216803,-0.7406803386727723,-1.2633877608842747,3.1038352129676516,-3.004177069689719,0.9942312757686517,-0.4641166442141085,-2.429351594515899,-1.9051900007849056,0.38087410732189125,3.1038352129676516,-0.49254242979650464,-0.6068678224415396,-2.4136812561334535,-2.205063052825569,0.05416336043547961,-1.021583889303202,-1.5944399319239517,-0.6068678224415396,-0.9988093573220522,1
