id,target
801,0.04372254298881671
802,0.3977313931963337
803,0.10165140069193052
804,0.867059520960653
805,0.8512554658819604
806,0.03738891828139322
807,0.10856887181816102
808,0.04827563278194008
809,0.5385823017172955
810,0.23267029012455465
811,0.556913845230414
812,0.6546484856938845
813,0.39614505588779175
814,0.9012733744822449
815,0.9599409098436984
816,0.04694360427697841
817,0.2038254005913792
818,0.8818618716705211
819,0.35896342023581873
820,0.7929586896477889
821,0.7763220884797417
822,0.3671140499208771
823,0.6547972004018487
824,0.958418390675833
825,0.10967286794022342
826,0.9480935692598518
827,0.08932008360056765
828,0.45271662521075373
829,0.7370932212090351
830,0.6356299760587534
831,0.4883488135709234
832,0.05141474773738203
833,0.12511571544144695
834,0.9505740725831173
835,0.053325406410697815
836,0.4206942618202921
837,0.36451550453509857
838,0.8348278476211255
839,0.975133369034074
840,0.05216795934734214
841,0.6621691472828515
842,0.744376522396047
843,0.30056710898734407
844,0.018863288942296445
845,0.1692317892234748
846,0.8518495753963785
847,0.7427602649021365
848,0.08987304444799606
849,0.05378072397831674
850,0.5645278568791561
851,0.7258757600633237
852,0.072533545925406
853,0.8210584641796856
854,0.07485145283838036
855,0.04847021953683715
856,0.9122352066821688
857,0.057756769011003
858,0.5537656170294106
859,0.8442540803523377
860,0.07131248140704174
861,0.13388985261285014
862,0.8665284986047316
863,0.14482023962445964
864,0.9638402822999725
865,0.9693952262997199
866,0.1601001672857251
867,0.9176258608958376
868,0.062443796277172975
869,0.0842774941474787
870,0.632974710335187
871,0.3202687439317363
872,0.5420341476171986
873,0.9462739566467646
874,0.11447738612963373
875,0.6358067819844804
876,0.8112247251278144
877,0.9783443529351088
878,0.97497861664239
879,0.7785493715219898
880,0.9579860195906622
881,0.3526199160951269
882,0.029240897358051268
883,0.8873804581021405
884,0.920524384462042
885,0.2801846140286318
886,0.039973887427977646
887,0.1168811909257146
888,0.5180194676314441
889,0.8937802209617199
890,0.9717285928174646
891,0.9363151380949082
892,0.9459600866532454
893,0.06952762419062392
894,0.3686032371064123
895,0.06731605703098002
896,0.9626381825560848
897,0.08817717454774163
898,0.9357468881856281
899,0.14028751495127398
900,0.8945885292101023
901,0.2218884379968251
902,0.9633483493355057
903,0.7844841519990368
904,0.8205156472380035
905,0.48071575259126703
906,0.8889319498991415
907,0.12675062430598474
908,0.8876462905672797
909,0.837944988932668
910,0.9758368527160346
911,0.8725629529758856
912,0.4135440956375611
913,0.8309093283965298
914,0.35033819622885864
915,0.7088213003843803
916,0.5730610961213454
917,0.5083241992552509
918,0.9268954981710629
919,0.27053153804958596
920,0.48808464706031784
921,0.8045909895770589
922,0.11591097733569641
923,0.40981941741501243
924,0.4171919449997952
925,0.8378387225643664
926,0.9046055358799123
927,0.1968648846478949
928,0.8322098157778193
929,0.9651290146733857
930,0.10672832083256047
931,0.8947882611885156
932,0.4556696652595687
933,0.8442175912969208
934,0.8656829458040118
935,0.8912087209826436
936,0.9539798467304001
937,0.8436317441952015
938,0.7727338392194464
939,0.026992093659296418
940,0.9193262251316888
941,0.8346032607237694
942,0.9802684278447908
943,0.4809258684298116
944,0.37115402896129324
945,0.8641936085722229
946,0.09673659175617469
947,0.6627355750893541
948,0.036544361494005695
949,0.07134219376539346
950,0.6807061196803699
951,0.15340407808313178
952,0.8081404040831454
953,0.9626432371984802
954,0.8664292289911434
955,0.8603442603821726
956,0.9673402698836424
957,0.10610955315210413
958,0.9233388485788501
959,0.7521643841871906
960,0.1555447050118252
961,0.7091083666983293
962,0.9536022122081116
963,0.9757293910955457
964,0.7292429926838192
965,0.7621791296178805
966,0.09154036281179734
967,0.18275263979121065
968,0.903318716217823
969,0.8885256506994179
970,0.1529851670546409
971,0.8042927989062458
972,0.5600696462077366
973,0.6797571819556016
974,0.9317458483315392
975,0.9346007136077514
976,0.30962520410691796
977,0.5747186763257859
978,0.9563636743641891
979,0.3043775076794246
980,0.861203989642781
981,0.7788099935860926
982,0.19439855424083002
983,0.09494808491580115
984,0.21012179540609363
985,0.05097192431319955
986,0.4123687981474877
987,0.6371555242281557
988,0.9748516154292355
989,0.7762257936097928
990,0.85153673896808
991,0.7232558961129969
992,0.15072474898930383
993,0.42693137067114495
994,0.555918412395731
995,0.9700012821545461
996,0.06660485077058087
997,0.7707085051128952
998,0.971429650199668
999,0.9584399658934737
1000,0.5950638795992915
