id,target
801,0.06606606606606608
802,0.4329329329329329
803,0.28003003003003
804,0.7735235235235235
805,0.7217217217217218
806,0.07957957957957958
807,0.3626126126126126
808,0.07407407407407407
809,0.5132632632632632
810,0.3153153153153153
811,0.5025025025025025
812,0.6458958958958959
813,0.56006006006006
814,0.7044544544544544
815,0.9431931931931932
816,0.13063063063063063
817,0.30005005005005003
818,0.8058058058058057
819,0.5217717717717718
820,0.82007007007007
821,0.5973473473473474
822,0.39014014014014015
823,0.6931931931931932
824,0.9479479479479479
825,0.12562562562562563
826,0.8503503503503503
827,0.35735735735735735
828,0.4086586586586587
829,0.677927927927928
830,0.42442442442442446
831,0.507007007007007
832,0.23823823823823825
833,0.16341341341341342
834,0.7772772772772772
835,0.08308308308308308
836,0.3988988988988989
837,0.49099099099099097
838,0.6816816816816816
839,0.9559559559559561
840,0.16766766766766766
841,0.6766766766766767
842,0.7052052052052051
843,0.44569569569569567
844,0.04854854854854855
845,0.3993993993993994
846,0.8303303303303303
847,0.5793293293293293
848,0.3003003003003003
849,0.16091091091091092
850,0.514014014014014
851,0.6456456456456456
852,0.14939939939939942
853,0.6574074074074074
854,0.1669169169169169
855,0.09384384384384384
856,0.8788788788788788
857,0.10835835835835836
858,0.5482982982982982
859,0.8155655655655656
860,0.17617617617617617
861,0.18493493493493493
862,0.7262262262262262
863,0.24049049049049048
864,0.942942942942943
865,0.8896396396396397
866,0.25175175175175174
867,0.8390890890890891
868,0.15565565565565564
869,0.20520520520520522
870,0.541041041041041
871,0.3453453453453454
872,0.5610610610610611
873,0.9294294294294294
874,0.3308308308308308
875,0.5457957957957957
876,0.7637637637637638
877,0.9059059059059059
878,0.9394394394394395
879,0.6371371371371372
880,0.9174174174174173
881,0.45495495495495497
882,0.08983983983983984
883,0.77002002002002
884,0.7292292292292292
885,0.4512012012012012
886,0.1443943943943944
887,0.32257257257257255
888,0.5983483483483484
889,0.8801301301301301
890,0.9617117117117117
891,0.8808808808808809
892,0.9194194194194194
893,0.17242242242242245
894,0.5132632632632632
895,0.1871871871871872
896,0.9369369369369369
897,0.1729229229229229
898,0.8861361361361362
899,0.2927927927927928
900,0.7572572572572572
901,0.34534534534534533
902,0.9491991991991993
903,0.6954454454454454
904,0.6986986986986987
905,0.531031031031031
906,0.7154654654654654
907,0.26376376376376376
908,0.8681181181181181
909,0.7444944944944946
910,0.9339339339339339
911,0.8103103103103103
912,0.503003003003003
913,0.6641641641641642
914,0.4169169169169169
915,0.70995995995996
916,0.5970970970970971
917,0.46821821821821824
918,0.7102102102102101
919,0.3551051051051051
920,0.45095095095095095
921,0.6586586586586587
922,0.2515015015015015
923,0.35460460460460463
924,0.47872872872872874
925,0.79004004004004
926,0.8438438438438438
927,0.3581081081081081
928,0.761011011011011
929,0.9464464464464464
930,0.3113113113113113
931,0.8808808808808808
932,0.5850850850850852
933,0.6561561561561561
934,0.6081081081081081
935,0.794044044044044
936,0.8040540540540541
937,0.7354854854854854
938,0.6368868868868869
939,0.05980980980980981
940,0.8546046046046046
941,0.7522522522522523
942,0.940940940940941
943,0.49874874874874875
944,0.34709709709709713
945,0.7239739739739739
946,0.21871871871871873
947,0.5775775775775776
948,0.12862862862862862
949,0.26626626626626626
950,0.6168668668668669
951,0.13638638638638637
952,0.779029029029029
953,0.8523523523523524
954,0.6546546546546547
955,0.7102102102102101
956,0.9426926926926926
957,0.32157157157157157
958,0.7064564564564565
959,0.6501501501501501
960,0.31756756756756754
961,0.6471471471471472
962,0.9396896896896897
963,0.9481981981981982
964,0.6866866866866868
965,0.7152152152152151
966,0.20145145145145144
967,0.29829829829829835
968,0.7354854854854854
969,0.6774274274274275
970,0.2782782782782783
971,0.7822822822822822
972,0.5828328328328327
973,0.5733233233233233
974,0.8718718718718719
975,0.8450950950950951
976,0.3315815815815816
977,0.5985985985985985
978,0.9344344344344344
979,0.4401901901901902
980,0.7955455455455456
981,0.611111111111111
982,0.22047047047047047
983,0.33508508508508505
984,0.4034034034034034
985,0.11461461461461463
986,0.4014014014014014
987,0.6163663663663663
988,0.9534534534534534
989,0.6068568568568569
990,0.732982982982983
991,0.5518018018018018
992,0.29429429429429427
993,0.5680680680680681
994,0.535035035035035
995,0.9121621621621622
996,0.2535035035035035
997,0.6453953953953955
998,0.9471971971971972
999,0.8898898898898899
1000,0.6308808808808808
